I,II,V1,V2,V3,V4,V5,V6,status,x
226,297,104,286,515,438,278,201,0,1752
224,294,103,284,506,432,276,199,0,1753
221,291,101,281,496,424,273,196,0,1754
218,287,100,278,485,415,270,193,0,1755
214,282,98,274,473,405,267,190,0,1756
210,276,95,270,460,394,262,187,0,1757
205,270,92,265,446,382,257,183,0,1758
199,263,89,259,431,369,252,178,0,1759
193,255,86,253,415,355,246,173,0,1760
186,247,82,246,399,340,239,167,0,1761
178,237,78,238,381,324,231,161,0,1762
170,227,74,230,363,308,223,154,0,1763
162,217,70,221,344,291,214,146,0,1764
153,205,65,211,324,273,204,138,0,1765
143,193,61,201,304,254,194,130,0,1766
133,180,56,189,283,236,183,121,0,1767
123,167,52,177,261,216,171,112,0,1768
112,154,47,165,239,197,159,102,0,1769
102,140,42,152,216,177,146,92,0,1770
91,126,38,138,193,157,133,83,0,1771
81,112,33,124,170,138,120,73,0,1772
70,98,28,110,148,118,106,63,0,1773
60,84,24,96,126,100,92,54,0,1774
50,71,19,83,104,82,79,45,0,1775
41,59,15,70,84,64,66,36,0,1776
32,47,12,57,65,49,54,29,0,1777
25,36,8,46,48,35,43,21,0,1778
17,26,5,35,34,22,32,14,0,1779
11,17,2,25,20,10,22,8,0,1780
5,9,1,16,8,0,13,2,0,1781
0,2,-1,9,-2,-9,5,-2,0,1782
-3,-4,-3,3,-10,-16,0,-6,0,1783
-7,-10,-4,-2,-17,-21,-6,-10,0,1784
-9,-14,-5,-6,-22,-26,-10,-13,0,1785
-11,-17,-5,-9,-26,-29,-13,-16,0,1786
-13,-19,-6,-12,-29,-31,-16,-18,0,1787
-14,-21,-6,-13,-30,-32,-18,-19,0,1788
-14,-22,-6,-15,-31,-32,-19,-20,0,1789
-15,-23,-6,-15,-31,-32,-19,-20,0,1790
-15,-23,-6,-15,-31,-31,-19,-20,0,1791
-15,-23,-6,-15,-31,-30,-19,-20,0,1792
-14,-22,-6,-15,-30,-29,-19,-20,0,1793
-14,-22,-5,-14,-29,-28,-18,-19,0,1794
-14,-21,-5,-13,-28,-27,-18,-18,0,1795
-14,-21,-5,-13,-27,-27,-17,-18,0,1796
-14,-20,-5,-12,-27,-26,-17,-17,0,1797
-14,-20,-5,-12,-26,-25,-17,-16,0,1798
-14,-19,-5,-11,-26,-25,-16,-16,0,1799
-14,-19,-5,-11,-25,-24,-16,-15,0,1800
-14,-18,-4,-11,-24,-24,-15,-15,0,1801
-14,-18,-4,-10,-24,-24,-15,-15,0,1802
-14,-17,-4,-10,-23,-23,-14,-14,0,1803
-14,-17,-4,-10,-23,-23,-14,-14,0,1804
-13,-16,-4,-10,-22,-22,-13,-14,0,1805
-13,-16,-4,-10,-22,-22,-13,-14,0,1806
-13,-15,-4,-10,-21,-21,-12,-14,0,1807
-13,-14,-4,-10,-20,-21,-11,-14,0,1808
-12,-14,-4,-10,-20,-20,-11,-14,0,1809
-12,-13,-4,-10,-19,-20,-10,-14,0,1810
-12,-13,-4,-10,-19,-19,-10,-14,0,1811
-11,-12,-4,-10,-18,-19,-9,-14,0,1812
-11,-12,-4,-10,-18,-18,-9,-14,0,1813
-11,-11,-4,-10,-18,-18,-9,-14,0,1814
-11,-11,-4,-10,-18,-18,-9,-14,0,1815
-11,-11,-4,-10,-18,-18,-8,-14,0,1816
-11,-11,-4,-10,-17,-17,-8,-13,0,1817
-10,-11,-4,-9,-17,-17,-8,-13,0,1818
-10,-11,-3,-9,-17,-17,-8,-13,0,1819
-10,-11,-3,-9,-17,-17,-8,-13,0,1820
-10,-10,-3,-9,-17,-17,-8,-13,0,1821
-10,-10,-3,-9,-17,-17,-8,-13,0,1822
-10,-10,-3,-9,-17,-17,-8,-13,0,1823
-10,-10,-3,-9,-16,-16,-8,-12,0,1824
-10,-10,-2,-9,-16,-16,-7,-12,0,1825
-10,-10,-2,-9,-16,-16,-7,-12,0,1826
-10,-10,-2,-9,-16,-16,-7,-12,0,1827
-10,-10,-2,-9,-16,-16,-7,-12,0,1828
-10,-9,-2,-9,-16,-16,-7,-12,0,1829
-10,-9,-2,-9,-16,-16,-7,-12,0,1830
-11,-9,-2,-9,-16,-16,-7,-12,0,1831
-10,-9,-3,-9,-16,-16,-7,-12,0,1832
-10,-9,-3,-9,-16,-16,-7,-12,0,1833
-10,-9,-3,-9,-16,-16,-6,-12,0,1834
-10,-9,-3,-9,-16,-16,-6,-12,0,1835
-10,-9,-3,-8,-16,-16,-6,-12,0,1836
-10,-9,-3,-8,-16,-15,-6,-12,0,1837
-10,-8,-3,-8,-16,-15,-6,-12,0,1838
-10,-8,-3,-8,-16,-15,-6,-12,0,1839
-10,-8,-3,-8,-16,-15,-6,-12,0,1840
-9,-8,-3,-8,-15,-15,-6,-12,0,1841
-9,-8,-3,-8,-15,-15,-6,-12,0,1842
-9,-8,-3,-8,-15,-15,-5,-12,0,1843
-9,-8,-3,-7,-15,-15,-5,-12,0,1844
-9,-8,-2,-7,-15,-14,-5,-12,0,1845
-9,-8,-2,-7,-15,-14,-5,-12,0,1846
-9,-8,-2,-7,-15,-14,-5,-11,0,1847
-9,-8,-2,-7,-14,-14,-5,-11,0,1848
-9,-8,-2,-7,-14,-14,-5,-11,0,1849
-9,-8,-2,-7,-14,-14,-5,-11,0,1850
-9,-8,-2,-7,-14,-14,-5,-11,0,1851
-9,-8,-2,-7,-14,-13,-5,-11,0,1852
-9,-8,-2,-7,-14,-13,-5,-11,0,1853
-9,-7,-2,-7,-13,-13,-5,-11,0,1854
-9,-7,-2,-7,-13,-13,-5,-11,0,1855
-9,-7,-2,-7,-13,-13,-5,-11,0,1856
-9,-7,-2,-7,-13,-13,-5,-11,0,1857
-9,-7,-2,-7,-13,-13,-4,-11,0,1858
-9,-7,-2,-6,-13,-13,-4,-11,0,1859
-9,-7,-2,-6,-13,-13,-4,-11,0,1860
-8,-7,-2,-6,-12,-12,-4,-11,0,1861
-8,-7,-2,-6,-12,-12,-4,-11,0,1862
-8,-7,-2,-6,-12,-12,-4,-11,0,1863
-8,-6,-2,-6,-12,-12,-4,-11,0,1864
-8,-6,-1,-6,-12,-12,-4,-11,0,1865
-8,-6,-1,-6,-12,-12,-4,-11,0,1866
-8,-6,-1,-6,-11,-12,-4,-11,0,1867
-8,-6,-1,-6,-11,-12,-4,-11,0,1868
-8,-6,-1,-6,-11,-12,-3,-11,0,1869
-8,-6,-1,-6,-11,-11,-3,-11,0,1870
-8,-5,-1,-6,-11,-11,-3,-11,0,1871
-8,-5,-1,-6,-11,-11,-3,-11,0,1872
-8,-5,-1,-6,-10,-11,-3,-11,0,1873
-8,-5,-1,-5,-10,-11,-3,-10,0,1874
-8,-5,-1,-5,-10,-11,-3,-10,0,1875
-8,-5,-1,-5,-10,-11,-3,-10,0,1876
-7,-5,-1,-5,-10,-10,-3,-10,0,1877
-7,-5,-1,-5,-10,-10,-3,-10,0,1878
-7,-4,-1,-5,-10,-10,-3,-10,0,1879
-7,-4,-1,-5,-10,-10,-2,-10,0,1880
-7,-4,-1,-5,-9,-10,-2,-10,0,1881
-7,-4,-1,-5,-9,-10,-2,-9,0,1882
-7,-4,-1,-5,-9,-9,-2,-9,0,1883
-7,-4,-1,-5,-9,-9,-2,-9,0,1884
-7,-4,-1,-5,-9,-9,-2,-9,0,1885
-7,-4,-1,-5,-9,-9,-2,-9,0,1886
-7,-3,-1,-5,-9,-9,-2,-9,0,1887
-6,-3,-1,-5,-9,-9,-2,-9,0,1888
-6,-3,-1,-5,-8,-9,-2,-9,0,1889
-6,-3,-1,-5,-8,-9,-2,-9,0,1890
-6,-3,-1,-5,-8,-9,-2,-9,0,1891
-6,-3,-1,-5,-8,-9,-2,-9,0,1892
-6,-3,-1,-5,-8,-9,-2,-9,0,1893
-6,-3,-1,-5,-8,-9,-2,-9,0,1894
-6,-3,-1,-5,-8,-9,-2,-9,0,1895
-6,-3,-1,-4,-8,-8,-2,-9,0,1896
-6,-3,-1,-4,-8,-8,-2,-9,0,1897
-6,-3,-1,-4,-8,-8,-2,-9,0,1898
-6,-3,0,-4,-8,-8,-2,-9,0,1899
-6,-3,0,-4,-8,-8,-1,-9,0,1900
-6,-3,0,-4,-8,-8,-1,-9,0,1901
-6,-3,0,-4,-7,-8,-1,-9,0,1902
-6,-3,0,-4,-7,-7,-1,-8,0,1903
-6,-3,0,-4,-7,-7,-1,-8,0,1904
-6,-3,0,-4,-7,-7,-1,-8,0,1905
-6,-3,0,-4,-7,-7,-1,-8,0,1906
-6,-3,0,-4,-7,-7,-1,-8,0,1907
-6,-2,0,-4,-7,-7,-1,-8,0,1908
-6,-2,0,-4,-7,-7,-1,-8,0,1909
-5,-2,0,-3,-7,-7,-1,-8,0,1910
-5,-2,0,-3,-6,-7,-1,-8,0,1911
-5,-2,0,-3,-6,-7,-1,-8,0,1912
-5,-2,0,-3,-6,-6,-1,-8,0,1913
-5,-2,0,-3,-6,-6,-1,-8,0,1914
-5,-2,0,-3,-6,-6,-1,-7,0,1915
-5,-2,0,-3,-6,-6,0,-7,0,1916
-5,-2,0,-3,-6,-6,0,-7,0,1917
-5,-2,0,-3,-5,-6,0,-7,0,1918
-5,-2,0,-3,-5,-5,0,-7,0,1919
-5,-2,0,-3,-5,-5,0,-7,0,1920
-5,-2,0,-3,-5,-5,0,-7,0,1921
-5,-2,0,-3,-5,-5,0,-6,0,1922
-5,-2,0,-3,-5,-5,0,-6,0,1923
-5,-2,0,-3,-5,-5,0,-6,0,1924
-5,-2,0,-3,-4,-5,0,-6,0,1925
-5,-2,0,-3,-4,-4,0,-6,0,1926
-5,-2,1,-3,-4,-4,0,-6,0,1927
-5,-1,1,-2,-4,-4,0,-6,0,1928
-5,-1,1,-2,-4,-4,0,-6,0,1929
-5,-1,1,-2,-4,-4,0,-6,0,1930
-5,-1,1,-2,-4,-4,0,-6,0,1931
-5,-1,1,-2,-4,-4,0,-6,0,1932
-5,-1,1,-2,-4,-4,0,-6,0,1933
-5,-1,1,-2,-4,-4,0,-6,0,1934
-4,-1,1,-2,-4,-3,0,-6,0,1935
-4,-1,1,-2,-4,-3,0,-6,0,1936
-4,-1,1,-2,-3,-3,0,-6,0,1937
-4,0,1,-2,-3,-3,0,-6,0,1938
-4,0,1,-2,-3,-3,0,-6,0,1939
-4,0,1,-2,-3,-3,0,-6,0,1940
-4,0,1,-2,-3,-3,0,-5,0,1941
-3,0,1,-2,-3,-3,0,-5,0,1942
-3,0,1,-2,-2,-2,0,-5,0,1943
-3,0,1,-2,-2,-2,0,-5,0,1944
-3,0,1,-2,-2,-2,0,-5,0,1945
-3,0,1,-2,-2,-2,0,-5,0,1946
-3,0,1,-2,-2,-2,0,-5,0,1947
-3,0,1,-2,-1,-2,1,-5,0,1948
-2,0,1,-2,-1,-2,1,-5,0,1949
-2,0,1,-2,-1,-1,1,-5,0,1950
-2,0,1,-1,-1,-1,1,-5,0,1951
-2,0,1,-1,-1,-1,1,-5,0,1952
-2,0,1,-1,-1,-1,1,-5,0,1953
-2,0,1,-1,-1,-1,1,-5,0,1954
-2,0,1,-1,0,-1,2,-5,0,1955
-2,1,1,0,0,-1,2,-5,0,1956
-2,1,1,0,0,-1,2,-5,0,1957
-2,1,1,0,0,-1,2,-5,0,1958
-2,1,1,0,0,-1,2,-4,0,1959
-2,1,1,0,0,-1,2,-4,0,1960
-2,1,1,0,0,-1,2,-4,0,1961
-2,1,1,0,0,0,2,-4,0,1962
-2,1,1,0,0,0,2,-4,0,1963
-2,1,1,0,0,0,2,-4,0,1964
-2,2,1,0,0,0,2,-4,0,1965
-2,2,1,0,0,0,2,-4,0,1966
-1,2,1,0,0,0,2,-4,0,1967
-1,2,1,1,0,0,2,-4,0,1968
-1,2,1,1,0,1,2,-4,0,1969
-1,2,1,1,0,1,2,-4,0,1970
-1,2,1,1,0,1,2,-4,0,1971
-1,2,1,1,0,1,2,-4,0,1972
-1,2,1,1,0,1,2,-4,0,1973
-1,2,1,1,0,1,2,-4,0,1974
-1,2,1,1,0,1,2,-4,0,1975
-1,2,1,1,0,1,2,-4,0,1976
-1,2,1,1,0,1,2,-4,0,1977
-1,2,1,1,0,1,2,-4,0,1978
-1,2,1,1,0,1,3,-4,0,1979
0,2,1,1,0,1,3,-3,0,1980
0,2,1,1,0,1,3,-3,0,1981
0,2,1,1,1,1,3,-3,0,1982
0,2,2,1,1,2,3,-3,0,1983
0,2,2,1,1,2,3,-3,0,1984
0,2,2,1,1,2,3,-3,0,1985
0,2,2,1,1,2,3,-3,0,1986
0,2,2,1,1,2,4,-3,0,1987
0,2,2,1,1,2,4,-2,0,1988
0,2,2,1,1,2,4,-2,0,1989
0,2,2,1,1,2,4,-2,0,1990
0,2,2,1,1,2,4,-2,0,1991
0,3,2,2,1,2,4,-2,0,1992
0,3,2,2,1,2,4,-2,0,1993
0,3,2,2,1,2,4,-2,0,1994
0,3,2,2,1,2,4,-2,0,1995
0,3,2,2,1,2,4,-3,0,1996
0,3,2,2,1,2,4,-2,0,1997
0,3,2,2,1,3,4,-2,0,1998
0,3,2,2,1,3,4,-2,0,1999
0,3,2,2,1,3,4,-2,0,2000
0,4,2,2,1,3,4,-2,0,2001
0,4,2,2,1,3,4,-2,0,2002
0,4,2,2,1,3,4,-2,0,2003
0,4,2,2,1,3,4,-2,0,2004
0,4,2,2,2,3,4,-2,0,2005
0,4,2,2,2,3,4,-2,0,2006
0,4,2,2,2,3,4,-1,0,2007
0,4,2,2,2,3,4,-1,0,2008
0,4,2,3,2,3,4,-1,0,2009
0,4,2,3,2,3,4,-1,0,2010
1,4,2,3,2,3,4,-1,0,2011
1,4,2,3,2,3,4,-1,0,2012
1,4,2,3,2,3,4,-1,0,2013
1,3,2,3,1,3,4,-1,0,2014
1,3,2,2,1,2,4,-2,0,2015
1,3,1,2,1,2,3,-2,0,2016
1,2,1,2,0,2,3,-2,0,2017
1,2,1,2,0,2,3,-2,0,2018
1,1,1,2,0,2,3,-2,0,2019
2,1,1,2,0,2,3,-2,0,2020
2,1,1,2,0,2,4,-2,0,2021
2,1,1,2,0,3,5,-2,0,2022
3,1,1,2,1,5,6,-1,0,2023
4,2,1,3,3,7,8,0,0,2024
5,4,2,5,5,10,11,1,0,2025
7,6,2,7,9,14,15,3,0,2026
9,9,3,9,14,19,20,6,0,2027
13,14,4,12,19,25,25,9,0,2028
17,19,6,16,26,31,32,14,0,2029
21,25,8,21,33,39,39,19,0,2030
26,33,11,27,41,47,46,24,0,2031
32,41,14,33,49,55,54,31,0,2032
39,50,18,40,59,64,63,36,0,2033
47,60,21,47,69,73,72,44,0,2034
55,70,25,54,78,83,81,51,0,2035
63,81,29,62,88,92,90,59,0,2036
71,92,33,70,97,101,99,67,0,2037
79,103,37,77,106,109,107,74,0,2038
87,113,40,84,114,116,115,81,0,2039
94,123,43,90,121,123,122,88,0,2040
101,133,46,96,127,129,128,94,0,2041
107,141,49,102,132,134,133,99,0,2042
112,148,51,106,137,138,137,103,0,2043
117,154,53,110,140,141,141,107,0,2044
120,158,54,112,142,144,143,110,0,2045
123,162,55,114,144,145,145,111,0,2046
124,164,55,114,145,146,145,112,0,2047
124,164,54,114,145,146,145,111,0,2048
123,163,53,113,144,145,144,110,0,2049
121,161,52,110,142,143,142,108,0,2050
118,157,50,107,140,140,139,105,0,2051
114,152,47,103,136,136,135,101,0,2052
109,146,44,98,132,131,130,96,0,2053
104,139,41,92,127,126,125,91,0,2054
97,130,38,86,121,119,119,85,0,2055
90,121,34,79,114,112,112,79,0,2056
82,111,31,72,107,104,104,72,0,2057
74,100,27,64,99,95,96,64,0,2058
66,89,23,56,90,86,87,57,0,2059
58,78,19,49,81,77,78,50,0,2060
50,67,16,41,72,67,68,42,0,2061
42,56,13,34,62,58,59,35,0,2062
35,46,10,28,53,49,50,29,0,2063
28,38,7,22,45,41,42,23,0,2064
23,29,5,16,37,34,34,17,0,2065
18,22,3,12,29,26,26,12,0,2066
13,16,2,9,23,20,20,8,0,2067
9,10,1,6,17,15,14,4,0,2068
6,6,0,3,12,11,9,1,0,2069
4,3,-1,1,8,7,5,0,0,2070
2,1,-1,0,5,5,2,-1,0,2071
1,-1,-1,-1,3,3,0,-2,0,2072
1,-2,-1,-1,1,1,0,-2,0,2073
0,-2,-1,-1,0,1,-1,-2,0,2074
0,-2,-1,-1,0,0,-1,-2,0,2075
0,-2,-1,-1,0,0,-1,-2,0,2076
0,-1,-1,-1,0,0,0,-1,0,2077
0,-1,-1,-1,0,1,0,0,0,2078
0,0,-1,0,0,1,1,0,0,2079
0,0,-1,0,1,1,2,0,0,2080
0,1,0,0,1,1,2,1,0,2081
0,1,0,0,1,2,3,1,0,2082
0,2,0,0,1,2,4,1,0,2083
0,2,0,1,1,2,4,2,0,2084
0,3,0,1,2,2,4,2,0,2085
0,3,0,1,2,3,4,2,0,2086
1,3,0,1,2,3,5,2,0,2087
1,4,0,1,3,3,5,3,0,2088
2,4,0,1,4,4,5,3,0,2089
2,5,0,1,4,5,6,3,0,2090
3,6,0,1,5,6,6,4,0,2091
4,6,0,2,6,7,7,4,0,2092
5,7,-1,2,6,8,8,4,0,2093
5,8,-1,1,7,8,8,5,0,2094
6,8,-2,1,6,8,8,5,0,2095
7,8,-2,0,5,8,8,5,0,2096
7,8,-3,0,2,6,7,4,0,2097
7,7,-4,-2,-1,4,6,3,0,2098
6,6,-6,-4,-6,0,3,1,0,2099
4,3,-7,-6,-12,-5,-1,-1,0,2100
2,-1,-7,-9,-20,-12,-6,-6,0,2101
-2,-6,-8,-12,-28,-20,-13,-11,0,2102
-6,-12,-7,-15,-36,-29,-22,-18,0,2103
-12,-20,-6,-17,-43,-38,-31,-26,0,2104
-18,-28,-3,-18,-48,-47,-40,-34,0,2105
-24,-36,1,-17,-50,-53,-50,-42,0,2106
-31,-44,7,-12,-46,-56,-57,-50,0,2107
-36,-51,16,-4,-36,-54,-62,-55,0,2108
-41,-54,27,7,-18,-45,-62,-57,0,2109
-43,-54,41,23,9,-28,-56,-55,0,2110
-42,-49,57,45,46,-1,-44,-46,0,2111
-36,-38,75,72,93,36,-22,-31,0,2112
-26,-19,94,103,151,85,9,-8,0,2113
-11,8,114,137,218,145,50,22,0,2114
10,43,132,173,292,216,101,62,0,2115
36,88,148,208,370,296,163,111,0,2116
69,141,160,240,449,382,232,167,0,2117
107,201,167,267,524,471,307,229,0,2118
148,266,167,285,592,559,386,295,0,2119
193,335,159,291,647,643,465,363,0,2120
238,404,142,285,686,718,541,430,0,2121
282,471,116,262,706,780,611,492,0,2122
324,533,81,224,704,825,670,547,0,2123
361,586,37,169,678,852,716,593,0,2124
391,629,-14,99,629,857,747,627,0,2125
414,659,-71,16,559,841,761,647,0,2126
428,675,-132,-76,469,804,757,653,0,2127
433,676,-194,-176,364,747,736,644,0,2128
427,662,-255,-279,250,673,698,620,0,2129
413,633,-311,-379,130,586,645,584,0,2130
390,591,-361,-472,13,489,581,536,1024,2131
359,538,-402,-553,-99,388,508,480,0,2132
322,476,-431,-618,-199,287,430,418,0,2133
281,409,-449,-666,-284,189,349,352,0,2134
238,340,-454,-693,-350,100,271,286,0,2135
194,270,-447,-699,-396,22,197,223,0,2136
151,204,-428,-685,-421,-44,129,163,0,2137
111,142,-399,-652,-428,-96,71,110,0,2138
74,88,-362,-604,-416,-133,23,64,0,2139
43,42,-319,-543,-390,-156,-15,27,0,2140
17,4,-273,-474,-352,-167,-44,-2,0,2141
-4,-25,-225,-399,-306,-167,-63,-24,0,2142
-20,-46,-178,-324,-256,-158,-73,-39,0,2143
-31,-59,-134,-251,-205,-143,-77,-48,0,2144
-37,-66,-94,-183,-155,-123,-75,-52,0,2145
-40,-67,-59,-123,-110,-102,-70,-52,0,2146
-39,-64,-30,-71,-71,-81,-61,-49,0,2147
-37,-59,-7,-29,-38,-60,-52,-44,0,2148
-33,-51,9,2,-12,-42,-42,-38,0,2149
-28,-43,21,25,7,-27,-33,-32,0,2150
-23,-35,29,40,20,-15,-24,-27,0,2151
-19,-28,32,49,28,-5,-17,-22,0,2152
-14,-21,33,52,32,1,-12,-18,0,2153
-10,-16,31,52,32,5,-8,-14,0,2154
-7,-11,28,49,30,6,-5,-12,0,2155
-5,-8,25,44,27,7,-3,-10,0,2156
-3,-6,21,38,24,6,-2,-9,0,2157
-2,-5,18,33,20,4,-2,-8,0,2158
-1,-4,15,27,16,3,-2,-8,0,2159
-1,-4,13,23,14,1,-2,-8,0,2160
-1,-4,11,19,11,0,-2,-8,0,2161
-1,-5,9,17,10,-2,-2,-8,0,2162
-1,-5,9,15,9,-3,-3,-8,0,2163
-1,-5,8,13,8,-3,-3,-9,0,2164
-1,-6,8,13,8,-4,-3,-9,0,2165
-1,-6,8,12,7,-4,-3,-9,0,2166
-1,-6,8,12,7,-4,-3,-9,0,2167
-1,-6,8,12,8,-4,-3,-9,0,2168
-1,-6,8,12,8,-4,-3,-9,0,2169
-1,-6,8,12,8,-4,-2,-9,0,2170
-1,-5,8,12,8,-3,-2,-9,0,2171
-1,-5,8,12,8,-3,-2,-9,0,2172
-1,-5,8,12,8,-3,-2,-8,0,2173
-1,-5,8,12,8,-3,-2,-8,0,2174
-1,-5,8,12,8,-2,-2,-8,0,2175
-1,-5,8,12,8,-2,-2,-8,0,2176
-1,-5,8,13,9,-2,-2,-8,0,2177
-1,-4,8,13,9,-2,-2,-8,0,2178
-1,-4,7,13,9,-2,-2,-8,0,2179
-1,-4,7,13,9,-2,-2,-8,0,2180
-1,-4,7,13,9,-1,-2,-8,0,2181
-1,-4,7,13,9,-1,-2,-8,0,2182
-1,-4,7,13,9,-1,-2,-8,0,2183
0,-4,7,13,9,-1,-1,-8,0,2184
0,-4,7,13,10,-1,-1,-8,0,2185
0,-4,7,13,10,-1,-1,-8,0,2186
0,-4,7,12,10,-1,-1,-8,0,2187
0,-4,7,12,10,-1,-1,-8,0,2188
0,-4,7,12,10,-1,-1,-8,0,2189
0,-4,7,12,10,-1,-1,-8,0,2190
0,-4,6,12,10,-1,-1,-8,0,2191
0,-4,6,12,10,-1,-1,-8,0,2192
0,-4,6,12,9,-1,-1,-7,0,2193
0,-4,6,11,9,-1,-1,-8,0,2194
0,-4,6,11,8,-1,-1,-8,0,2195
0,-4,6,11,8,-1,-1,-8,0,2196
0,-5,6,11,7,-2,-1,-8,0,2197
-1,-5,6,10,7,-2,-1,-8,0,2198
-1,-5,6,10,6,-2,-1,-8,0,2199
-1,-5,6,10,6,-2,-2,-8,0,2200
-1,-5,5,10,6,-2,-2,-8,0,2201
-1,-5,5,10,6,-2,-2,-8,0,2202
-1,-5,5,10,7,-2,-2,-7,0,2203
-1,-4,5,10,9,0,-1,-7,0,2204
0,-3,5,11,11,1,-1,-6,0,2205
1,-2,6,12,15,4,0,-5,0,2206
3,1,6,13,20,7,1,-3,0,2207
5,3,7,14,26,11,3,0,0,2208
8,7,8,17,33,17,5,2,0,2209
11,11,10,19,42,23,8,5,0,2210
15,17,11,23,52,31,11,9,0,2211
20,23,13,26,63,40,15,14,0,2212
24,30,16,31,76,49,19,19,0,2213
30,37,18,36,91,60,25,25,0,2214
37,45,22,41,106,73,30,31,0,2215
44,54,25,48,122,86,37,37,0,2216
51,64,28,55,140,100,44,44,0,2217
59,74,32,62,158,115,51,51,0,2218
67,85,36,70,176,130,59,59,0,2219
75,96,40,79,195,146,68,66,0,2220
84,107,44,88,214,163,77,74,0,2221
92,118,48,97,234,180,87,82,0,2222
101,130,52,107,253,197,97,89,0,2223
109,141,55,117,272,214,108,97,0,2224
117,152,59,128,291,231,119,104,0,2225
125,163,63,139,309,248,130,112,0,2226
133,173,66,150,327,265,141,119,0,2227
141,183,69,161,345,281,152,127,0,2228
148,193,72,173,362,296,164,134,0,2229
155,203,75,184,378,311,175,140,0,2230
162,213,78,195,393,325,186,147,0,2231
169,222,80,205,408,339,196,153,0,2232
175,230,83,215,422,351,206,159,0,2233
181,239,85,225,436,363,216,165,0,2234
187,247,87,233,448,374,224,170,0,2235
192,254,89,241,460,385,233,175,0,2236
197,261,91,249,471,394,240,180,0,2237
202,268,92,255,482,403,246,184,0,2238
206,274,94,261,491,411,252,188,0,2239
210,279,96,266,500,419,257,191,0,2240
214,284,97,270,508,425,262,194,0,2241
217,288,98,274,515,431,266,197,0,2242
219,292,99,277,522,437,269,199,0,2243
222,296,101,280,527,441,272,201,0,2244
223,298,102,282,532,445,274,203,0,2245
225,300,102,284,536,449,276,204,0,2246
226,302,103,285,538,451,277,205,0,2247
227,303,104,287,540,453,279,205,0,2248
228,304,104,288,540,453,280,205,0,2249
228,304,105,288,539,453,280,205,0,2250
229,303,105,288,537,452,280,205,0,2251
228,303,105,288,533,450,280,204,0,2252
228,301,105,288,529,447,280,203,0,2253
227,299,104,287,522,443,279,201,0,2254
225,297,103,285,515,437,277,200,0,2255
223,294,102,283,506,431,275,198,0,2256
221,291,101,281,497,423,273,195,0,2257
217,286,99,278,486,414,270,192,0,2258
214,281,97,274,474,404,266,189,0,2259
209,276,95,269,461,393,262,186,0,2260
204,270,92,264,447,381,257,182,0,2261
198,263,89,259,432,368,252,177,0,2262
192,255,86,252,416,354,246,172,0,2263
185,246,82,245,400,339,239,166,0,2264
177,237,78,238,383,324,231,160,0,2265
169,227,74,229,365,307,223,153,0,2266
161,216,70,220,346,290,214,146,0,2267
152,205,65,210,326,272,205,138,0,2268
142,193,61,200,305,254,195,129,0,2269
132,180,56,189,284,235,184,121,0,2270
122,167,51,177,262,216,172,111,0,2271
112,154,46,164,240,197,160,102,0,2272
101,140,42,151,217,177,147,92,0,2273
91,126,37,138,194,157,134,83,0,2274
80,112,32,124,171,138,120,73,0,2275
70,98,28,110,148,119,107,63,0,2276
60,85,23,96,126,100,93,54,0,2277
50,72,19,82,105,82,80,45,0,2278
41,59,15,69,85,65,67,36,0,2279
32,47,11,57,66,49,54,29,0,2280
24,37,8,45,49,35,43,21,0,2281
17,27,4,34,34,22,32,14,0,2282
11,17,2,25,20,10,22,7,0,2283
5,9,0,16,8,0,14,2,0,2284
0,2,-2,9,-2,-9,6,-3,0,2285
-4,-4,-3,3,-10,-16,-1,-7,0,2286
-8,-9,-5,-1,-17,-21,-6,-11,0,2287
-11,-14,-5,-5,-22,-25,-10,-14,0,2288
-12,-17,-6,-9,-26,-28,-14,-16,0,2289
-14,-20,-6,-11,-29,-30,-16,-18,0,2290
-15,-21,-7,-13,-30,-31,-18,-20,0,2291
-15,-22,-7,-14,-31,-31,-19,-20,0,2292
-16,-23,-6,-15,-31,-31,-20,-21,0,2293
-16,-23,-6,-15,-31,-31,-20,-21,0,2294
-16,-23,-6,-15,-30,-30,-20,-20,0,2295
-16,-22,-6,-14,-30,-29,-19,-20,0,2296
-15,-22,-6,-14,-29,-28,-19,-19,0,2297
-15,-21,-6,-13,-28,-27,-18,-19,0,2298
-15,-21,-6,-12,-27,-26,-18,-18,0,2299
-15,-20,-5,-12,-27,-26,-18,-17,0,2300
-15,-19,-5,-11,-26,-25,-17,-17,0,2301
-15,-19,-5,-11,-26,-24,-17,-16,0,2302
-15,-18,-5,-10,-25,-24,-17,-16,0,2303
-15,-18,-5,-10,-25,-24,-16,-16,0,2304
-15,-17,-5,-9,-25,-23,-16,-15,0,2305
-15,-17,-5,-9,-24,-23,-16,-15,0,2306
-14,-16,-5,-9,-24,-22,-15,-15,0,2307
-14,-15,-5,-9,-23,-22,-15,-15,0,2308
-14,-15,-5,-9,-23,-21,-14,-15,0,2309
-14,-14,-5,-9,-22,-21,-13,-15,0,2310
-13,-14,-5,-9,-22,-20,-13,-15,0,2311
-13,-13,-4,-9,-21,-20,-12,-15,0,2312
-13,-12,-4,-9,-21,-19,-12,-14,0,2313
-12,-12,-4,-9,-20,-19,-11,-14,0,2314
-12,-11,-4,-9,-19,-18,-11,-14,0,2315
